,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Sat Jun 17, 10 PM - 11 PM",9 MW,"1,281 MW","1,272 MW","15,749 MW","14,477 MW","1,180 tonnes",75 g/kWh,51.3%,24.4%,21.8%,2.1%,0.4%,0.0%,"8,079 MW","3,840 MW","3,428 MW",336 MW,66 MW,0 MW
"Sun Jun 18, 11 PM - 12 AM",9 MW,"1,122 MW","1,113 MW","14,672 MW","13,559 MW",923 tonnes,63 g/kWh,55.1%,24.4%,18.5%,1.8%,0.2%,0.0%,"8,083 MW","3,584 MW","2,719 MW",260 MW,26 MW,0 MW
"Sun Jun 18, 12 AM - 1 AM",9 MW,"1,002 MW",993 MW,"13,681 MW","12,688 MW",639 tonnes,47 g/kWh,59.1%,24.4%,14.5%,1.9%,0.1%,0.0%,"8,087 MW","3,339 MW","1,978 MW",260 MW,17 MW,0 MW
"Sun Jun 18, 1 AM - 2 AM",9 MW,854 MW,845 MW,"12,975 MW","12,130 MW",439 tonnes,34 g/kWh,63.4%,25.8%,8.5%,2.1%,0.1%,0.0%,"8,227 MW","3,346 MW","1,109 MW",276 MW,17 MW,0 MW
"Sun Jun 18, 2 AM - 3 AM",26 MW,660 MW,634 MW,"12,298 MW","11,664 MW",293 tonnes,24 g/kWh,67.5%,26.0%,4.5%,1.9%,0.1%,0.0%,"8,297 MW","3,193 MW",558 MW,234 MW,16 MW,0 MW
"Sun Jun 18, 3 AM - 4 AM",9 MW,"1,094 MW","1,085 MW","12,473 MW","11,388 MW",393 tonnes,31 g/kWh,66.4%,25.9%,5.8%,1.7%,0.1%,0.0%,"8,287 MW","3,229 MW",725 MW,216 MW,16 MW,0 MW
"Sun Jun 18, 4 AM - 5 AM",59 MW,"1,133 MW","1,074 MW","12,370 MW","11,296 MW",375 tonnes,30 g/kWh,67.2%,25.8%,5.6%,1.3%,0.1%,0.0%,"8,307 MW","3,194 MW",689 MW,164 MW,16 MW,0 MW
"Sun Jun 18, 5 AM - 6 AM",9 MW,"1,221 MW","1,212 MW","12,397 MW","11,185 MW",292 tonnes,24 g/kWh,68.5%,26.3%,4.4%,0.8%,0.1%,0.0%,"8,487 MW","3,257 MW",544 MW,93 MW,16 MW,0 MW
"Sun Jun 18, 6 AM - 7 AM",9 MW,"1,207 MW","1,198 MW","12,529 MW","11,331 MW",327 tonnes,26 g/kWh,68.1%,26.4%,4.9%,0.4%,0.1%,0.1%,"8,535 MW","3,306 MW",609 MW,48 MW,16 MW,15 MW
"Sun Jun 18, 7 AM - 8 AM",9 MW,987 MW,978 MW,"12,709 MW","11,731 MW",342 tonnes,27 g/kWh,67.3%,25.7%,6.2%,0.3%,0.1%,0.5%,"8,547 MW","3,261 MW",791 MW,35 MW,16 MW,59 MW
"Sun Jun 18, 8 AM - 9 AM",9 MW,"1,204 MW","1,195 MW","13,529 MW","12,334 MW",445 tonnes,33 g/kWh,63.1%,25.8%,9.6%,0.3%,0.1%,1.0%,"8,533 MW","3,496 MW","1,298 MW",46 MW,16 MW,140 MW
"Sun Jun 18, 9 AM - 10 AM",9 MW,"1,412 MW","1,403 MW","14,344 MW","12,941 MW",675 tonnes,47 g/kWh,59.3%,23.7%,15.1%,0.1%,0.1%,1.6%,"8,510 MW","3,400 MW","2,169 MW",21 MW,16 MW,228 MW
"Sun Jun 18, 10 AM - 11 AM",9 MW,"1,596 MW","1,587 MW","14,954 MW","13,367 MW",782 tonnes,52 g/kWh,57.0%,24.4%,16.2%,0.1%,0.1%,2.2%,"8,521 MW","3,643 MW","2,427 MW",12 MW,16 MW,335 MW
"Sun Jun 18, 11 AM - 12 PM",28 MW,"1,578 MW","1,550 MW","15,357 MW","13,807 MW",844 tonnes,55 g/kWh,55.7%,25.0%,16.7%,0.1%,0.1%,2.4%,"8,550 MW","3,844 MW","2,568 MW",15 MW,16 MW,364 MW
"Sun Jun 18, 12 PM - 1 PM",28 MW,"1,755 MW","1,727 MW","15,831 MW","14,104 MW",993 tonnes,63 g/kWh,54.0%,24.8%,18.2%,0.5%,0.1%,2.4%,"8,553 MW","3,925 MW","2,874 MW",86 MW,16 MW,377 MW
"Sun Jun 18, 1 PM - 2 PM",28 MW,"1,448 MW","1,420 MW","15,964 MW","14,544 MW",947 tonnes,59 g/kWh,54.3%,24.5%,17.7%,1.1%,0.1%,2.2%,"8,674 MW","3,904 MW","2,833 MW",182 MW,16 MW,355 MW
"Sun Jun 18, 2 PM - 3 PM",28 MW,"1,488 MW","1,460 MW","16,188 MW","14,728 MW","1,080 tonnes",67 g/kWh,53.7%,23.7%,19.4%,0.9%,0.2%,2.0%,"8,697 MW","3,843 MW","3,141 MW",151 MW,32 MW,324 MW
"Sun Jun 18, 3 PM - 4 PM",28 MW,"1,667 MW","1,639 MW","16,717 MW","15,078 MW","1,216 tonnes",73 g/kWh,52.1%,23.3%,21.1%,1.2%,0.4%,2.0%,"8,705 MW","3,902 MW","3,524 MW",198 MW,62 MW,326 MW
"Sun Jun 18, 4 PM - 5 PM",28 MW,"1,633 MW","1,605 MW","17,311 MW","15,706 MW","1,248 tonnes",72 g/kWh,50.3%,24.9%,21.0%,1.7%,0.4%,1.7%,"8,707 MW","4,317 MW","3,639 MW",286 MW,66 MW,296 MW
"Sun Jun 18, 5 PM - 6 PM",205 MW,"1,372 MW","1,167 MW","17,394 MW","16,227 MW","1,334 tonnes",77 g/kWh,50.1%,24.3%,22.6%,1.4%,0.4%,1.2%,"8,711 MW","4,229 MW","3,933 MW",248 MW,65 MW,208 MW
"Sun Jun 18, 6 PM - 7 PM",363 MW,"1,500 MW","1,137 MW","17,656 MW","16,519 MW","1,423 tonnes",81 g/kWh,49.4%,24.6%,24.1%,0.8%,0.5%,0.7%,"8,716 MW","4,335 MW","4,262 MW",148 MW,80 MW,115 MW
"Sun Jun 18, 8 PM - 9 PM",95 MW,"1,005 MW",910 MW,"17,442 MW","16,532 MW","1,372 tonnes",79 g/kWh,50.2%,24.5%,23.5%,1.3%,0.5%,0.1%,"8,753 MW","4,270 MW","4,095 MW",235 MW,79 MW,10 MW
"Sun Jun 18, 9 PM - 10 PM",91 MW,"1,400 MW","1,309 MW","17,554 MW","16,245 MW","1,407 tonnes",80 g/kWh,50.6%,22.9%,24.0%,2.0%,0.5%,0.0%,"8,883 MW","4,028 MW","4,207 MW",353 MW,83 MW,0 MW
"Sun Jun 18, 10 PM - 11 PM",9 MW,"1,619 MW","1,610 MW","17,155 MW","15,545 MW","1,340 tonnes",78 g/kWh,51.8%,22.2%,23.3%,2.5%,0.2%,0.0%,"8,886 MW","3,809 MW","3,997 MW",425 MW,38 MW,0 MW
"Mon Jun 19, 11 PM - 12 AM",9 MW,"1,374 MW","1,365 MW","15,789 MW","14,424 MW",985 tonnes,62 g/kWh,56.3%,22.3%,18.3%,3.0%,0.1%,0.0%,"8,893 MW","3,522 MW","2,889 MW",469 MW,16 MW,0 MW
"Mon Jun 19, 12 AM - 1 AM",9 MW,843 MW,834 MW,"14,277 MW","13,443 MW",660 tonnes,46 g/kWh,62.3%,21.7%,11.8%,4.1%,0.1%,0.0%,"8,889 MW","3,103 MW","1,678 MW",590 MW,17 MW,0 MW
"Mon Jun 19, 1 AM - 2 AM",9 MW,"1,001 MW",992 MW,"13,672 MW","12,680 MW",471 tonnes,34 g/kWh,65.1%,23.3%,7.5%,4.0%,0.1%,0.0%,"8,899 MW","3,186 MW","1,023 MW",546 MW,18 MW,0 MW
"Mon Jun 19, 2 AM - 3 AM",9 MW,"1,453 MW","1,444 MW","13,626 MW","12,182 MW",437 tonnes,32 g/kWh,65.3%,23.5%,6.9%,4.2%,0.1%,0.0%,"8,903 MW","3,198 MW",937 MW,570 MW,18 MW,0 MW
"Mon Jun 19, 3 AM - 4 AM",9 MW,"1,669 MW","1,660 MW","13,748 MW","12,088 MW",459 tonnes,33 g/kWh,64.8%,23.7%,7.1%,4.3%,0.1%,0.0%,"8,902 MW","3,262 MW",973 MW,593 MW,18 MW,0 MW
"Mon Jun 19, 4 AM - 5 AM",9 MW,"1,682 MW","1,673 MW","13,732 MW","12,059 MW",469 tonnes,34 g/kWh,64.8%,22.6%,7.3%,5.2%,0.1%,0.0%,"8,901 MW","3,105 MW",997 MW,711 MW,18 MW,0 MW
"Mon Jun 19, 5 AM - 6 AM",9 MW,"1,191 MW","1,182 MW","13,523 MW","12,341 MW",494 tonnes,37 g/kWh,65.8%,21.6%,8.0%,4.5%,0.1%,0.0%,"8,896 MW","2,922 MW","1,082 MW",605 MW,18 MW,0 MW
"Mon Jun 19, 6 AM - 7 AM",9 MW,923 MW,914 MW,"14,063 MW","13,149 MW",632 tonnes,45 g/kWh,63.2%,22.1%,11.0%,3.4%,0.1%,0.1%,"8,891 MW","3,105 MW","1,552 MW",481 MW,18 MW,16 MW
"Mon Jun 19, 7 AM - 8 AM",9 MW,828 MW,819 MW,"15,289 MW","14,470 MW",727 tonnes,48 g/kWh,58.1%,22.3%,13.3%,5.7%,0.1%,0.5%,"8,887 MW","3,405 MW","2,039 MW",870 MW,18 MW,70 MW
"Mon Jun 19, 8 AM - 9 AM",9 MW,"1,252 MW","1,243 MW","16,490 MW","15,247 MW",985 tonnes,60 g/kWh,53.9%,23.2%,18.2%,3.5%,0.1%,1.0%,"8,896 MW","3,832 MW","2,998 MW",574 MW,18 MW,172 MW
"Mon Jun 19, 9 AM - 10 AM",9 MW,"1,670 MW","1,661 MW","17,335 MW","15,674 MW","1,221 tonnes",70 g/kWh,51.4%,22.9%,21.7%,2.2%,0.1%,1.5%,"8,918 MW","3,977 MW","3,767 MW",390 MW,18 MW,265 MW
"Mon Jun 19, 10 AM - 11 AM",9 MW,"1,390 MW","1,381 MW","17,509 MW","16,128 MW","1,319 tonnes",75 g/kWh,51.0%,21.7%,22.9%,2.3%,0.1%,2.0%,"8,926 MW","3,795 MW","4,011 MW",409 MW,18 MW,350 MW
"Mon Jun 19, 11 AM - 12 PM",9 MW,"1,412 MW","1,403 MW","17,770 MW","16,367 MW","1,385 tonnes",78 g/kWh,50.3%,21.7%,22.9%,2.9%,0.1%,2.2%,"8,933 MW","3,857 MW","4,062 MW",510 MW,18 MW,390 MW
"Mon Jun 19, 12 PM - 1 PM",22 MW,"1,593 MW","1,571 MW","18,112 MW","16,541 MW","1,434 tonnes",79 g/kWh,49.3%,21.6%,23.2%,3.5%,0.1%,2.3%,"8,934 MW","3,919 MW","4,193 MW",637 MW,18 MW,411 MW
"Mon Jun 19, 1 PM - 2 PM",22 MW,"1,572 MW","1,550 MW","18,376 MW","16,826 MW","1,513 tonnes",82 g/kWh,48.6%,21.0%,24.3%,3.8%,0.1%,2.1%,"8,939 MW","3,867 MW","4,457 MW",698 MW,24 MW,391 MW
"Mon Jun 19, 2 PM - 3 PM",9 MW,"1,594 MW","1,585 MW","18,641 MW","17,056 MW","1,555 tonnes",83 g/kWh,48.1%,21.2%,24.0%,4.5%,0.2%,2.0%,"8,958 MW","3,958 MW","4,471 MW",838 MW,38 MW,378 MW
"Mon Jun 19, 3 PM - 4 PM",9 MW,"1,456 MW","1,447 MW","18,806 MW","17,359 MW","1,529 tonnes",81 g/kWh,47.6%,21.3%,23.0%,5.8%,0.4%,2.0%,"8,956 MW","4,005 MW","4,323 MW","1,083 MW",69 MW,370 MW
"Mon Jun 19, 4 PM - 5 PM",69 MW,"1,581 MW","1,512 MW","19,299 MW","17,787 MW","1,521 tonnes",79 g/kWh,46.4%,23.1%,22.5%,5.9%,0.5%,1.5%,"8,948 MW","4,466 MW","4,350 MW","1,141 MW",105 MW,289 MW
"Mon Jun 19, 5 PM - 6 PM",536 MW,"1,601 MW","1,065 MW","19,536 MW","18,471 MW","1,455 tonnes",74 g/kWh,45.9%,24.8%,21.9%,5.7%,0.5%,1.1%,"8,962 MW","4,847 MW","4,278 MW","1,121 MW",106 MW,222 MW
"Mon Jun 19, 6 PM - 7 PM",863 MW,"1,571 MW",708 MW,"19,281 MW","18,573 MW","1,511 tonnes",78 g/kWh,46.5%,23.9%,23.1%,5.4%,0.5%,0.6%,"8,964 MW","4,612 MW","4,456 MW","1,037 MW",95 MW,117 MW
"Mon Jun 19, 8 PM - 9 PM",180 MW,"1,486 MW","1,306 MW","19,288 MW","17,982 MW","1,386 tonnes",72 g/kWh,46.5%,25.6%,21.1%,6.3%,0.4%,0.0%,"8,963 MW","4,945 MW","4,065 MW","1,221 MW",85 MW,9 MW
"Mon Jun 19, 9 PM - 10 PM",9 MW,"1,775 MW","1,766 MW","19,272 MW","17,506 MW","1,383 tonnes",72 g/kWh,46.5%,24.2%,21.0%,7.9%,0.4%,0.0%,"8,961 MW","4,667 MW","4,043 MW","1,517 MW",84 MW,0 MW
"Mon Jun 19, 10 PM - 11 PM",9 MW,"1,744 MW","1,735 MW","18,213 MW","16,478 MW","1,127 tonnes",62 g/kWh,49.2%,23.6%,17.9%,9.1%,0.2%,0.0%,"8,957 MW","4,299 MW","3,264 MW","1,660 MW",33 MW,0 MW
"Tue Jun 20, 11 PM - 12 AM",9 MW,"1,673 MW","1,664 MW","16,856 MW","15,192 MW",848 tonnes,50 g/kWh,53.1%,20.6%,15.4%,10.7%,0.1%,0.0%,"8,957 MW","3,479 MW","2,601 MW","1,802 MW",17 MW,0 MW
"Tue Jun 20, 12 AM - 1 AM",9 MW,"1,486 MW","1,477 MW","15,511 MW","14,034 MW",623 tonnes,40 g/kWh,57.8%,19.4%,10.3%,12.4%,0.1%,0.0%,"8,958 MW","3,014 MW","1,599 MW","1,923 MW",17 MW,0 MW
"Tue Jun 20, 1 AM - 2 AM",9 MW,"1,947 MW","1,938 MW","15,152 MW","13,214 MW",402 tonnes,27 g/kWh,59.2%,21.7%,5.6%,13.5%,0.1%,0.0%,"8,971 MW","3,282 MW",844 MW,"2,038 MW",17 MW,0 MW
"Tue Jun 20, 2 AM - 3 AM",9 MW,"2,043 MW","2,034 MW","14,871 MW","12,837 MW",217 tonnes,15 g/kWh,60.4%,22.3%,3.0%,14.2%,0.1%,0.0%,"8,975 MW","3,318 MW",447 MW,"2,114 MW",17 MW,0 MW
"Tue Jun 20, 3 AM - 4 AM",9 MW,"2,164 MW","2,155 MW","14,705 MW","12,550 MW",177 tonnes,12 g/kWh,61.0%,21.8%,2.5%,14.6%,0.1%,0.0%,"8,975 MW","3,210 MW",361 MW,"2,142 MW",17 MW,0 MW
"Tue Jun 20, 4 AM - 5 AM",9 MW,"2,058 MW","2,049 MW","14,606 MW","12,557 MW",174 tonnes,12 g/kWh,61.5%,21.7%,2.4%,14.2%,0.1%,0.0%,"8,985 MW","3,169 MW",356 MW,"2,079 MW",17 MW,0 MW
"Tue Jun 20, 5 AM - 6 AM",9 MW,"1,955 MW","1,946 MW","14,789 MW","12,843 MW",224 tonnes,15 g/kWh,60.7%,20.5%,4.2%,14.5%,0.1%,0.0%,"8,981 MW","3,027 MW",617 MW,"2,147 MW",17 MW,0 MW
"Tue Jun 20, 6 AM - 7 AM",9 MW,"1,856 MW","1,847 MW","15,424 MW","13,577 MW",451 tonnes,29 g/kWh,58.3%,19.4%,9.1%,13.1%,0.1%,0.1%,"8,988 MW","2,991 MW","1,400 MW","2,014 MW",18 MW,13 MW
"Tue Jun 20, 7 AM - 8 AM",9 MW,"1,399 MW","1,390 MW","16,358 MW","14,968 MW",712 tonnes,43 g/kWh,55.0%,20.9%,13.7%,9.9%,0.1%,0.4%,"8,991 MW","3,417 MW","2,238 MW","1,624 MW",18 MW,70 MW
"Tue Jun 20, 8 AM - 9 AM",9 MW,"1,205 MW","1,196 MW","16,934 MW","15,738 MW",898 tonnes,53 g/kWh,53.1%,21.0%,15.9%,9.0%,0.1%,1.0%,"8,987 MW","3,549 MW","2,686 MW","1,529 MW",18 MW,165 MW
"Tue Jun 20, 9 AM - 10 AM",24 MW,"1,327 MW","1,303 MW","17,414 MW","16,111 MW","1,047 tonnes",60 g/kWh,51.6%,20.5%,17.4%,8.9%,0.1%,1.5%,"8,978 MW","3,568 MW","3,038 MW","1,543 MW",18 MW,269 MW
"Tue Jun 20, 10 AM - 11 AM",24 MW,"1,356 MW","1,332 MW","17,805 MW","16,473 MW","1,141 tonnes",64 g/kWh,50.4%,20.3%,18.4%,8.7%,0.1%,2.1%,"8,971 MW","3,621 MW","3,279 MW","1,550 MW",18 MW,366 MW
"Tue Jun 20, 11 AM - 12 PM",24 MW,"1,529 MW","1,505 MW","18,193 MW","16,688 MW","1,217 tonnes",67 g/kWh,49.3%,21.3%,19.3%,7.8%,0.1%,2.2%,"8,969 MW","3,884 MW","3,509 MW","1,410 MW",18 MW,403 MW
"Tue Jun 20, 12 PM - 1 PM",9 MW,"1,550 MW","1,541 MW","18,489 MW","16,948 MW","1,346 tonnes",73 g/kWh,48.5%,21.1%,20.8%,7.2%,0.1%,2.3%,"8,965 MW","3,903 MW","3,845 MW","1,337 MW",19 MW,420 MW
"Tue Jun 20, 1 PM - 2 PM",9 MW,"1,485 MW","1,476 MW","18,827 MW","17,351 MW","1,449 tonnes",77 g/kWh,47.6%,20.9%,22.6%,6.4%,0.2%,2.2%,"8,958 MW","3,931 MW","4,261 MW","1,210 MW",45 MW,422 MW
"Tue Jun 20, 2 PM - 3 PM",9 MW,"1,605 MW","1,596 MW","19,406 MW","17,810 MW","1,632 tonnes",84 g/kWh,46.2%,21.3%,24.2%,5.7%,0.4%,2.1%,"8,962 MW","4,141 MW","4,702 MW","1,103 MW",84 MW,414 MW
"Tue Jun 20, 3 PM - 4 PM",9 MW,"1,478 MW","1,469 MW","19,704 MW","18,235 MW","1,682 tonnes",85 g/kWh,45.6%,21.3%,24.3%,6.3%,0.5%,2.0%,"8,980 MW","4,195 MW","4,792 MW","1,233 MW",108 MW,396 MW
"Tue Jun 20, 4 PM - 5 PM",465 MW,"1,282 MW",817 MW,"19,830 MW","19,013 MW","1,567 tonnes",79 g/kWh,45.3%,23.9%,22.1%,6.6%,0.5%,1.7%,"8,980 MW","4,737 MW","4,374 MW","1,315 MW",92 MW,332 MW
"Tue Jun 20, 5 PM - 6 PM",593 MW,"1,304 MW",711 MW,"20,248 MW","19,537 MW","1,626 tonnes",80 g/kWh,44.4%,24.6%,22.5%,6.9%,0.5%,1.2%,"8,981 MW","4,991 MW","4,546 MW","1,398 MW",98 MW,234 MW
"Tue Jun 20, 6 PM - 7 PM",566 MW,"1,350 MW",784 MW,"20,384 MW","19,600 MW","1,680 tonnes",82 g/kWh,44.1%,23.9%,23.0%,8.0%,0.5%,0.6%,"8,988 MW","4,868 MW","4,680 MW","1,628 MW",98 MW,122 MW
"Tue Jun 20, 8 PM - 9 PM",500 MW,"1,397 MW",897 MW,"19,795 MW","18,898 MW","1,555 tonnes",79 g/kWh,45.4%,24.2%,22.4%,7.5%,0.4%,0.0%,"8,990 MW","4,790 MW","4,428 MW","1,492 MW",86 MW,9 MW
"Tue Jun 20, 9 PM - 10 PM",9 MW,"1,250 MW","1,241 MW","19,520 MW","18,279 MW","1,570 tonnes",80 g/kWh,46.0%,22.6%,23.2%,7.7%,0.5%,0.0%,"8,986 MW","4,408 MW","4,534 MW","1,496 MW",96 MW,0 MW
"Tue Jun 20, 10 PM - 11 PM",9 MW,"1,194 MW","1,185 MW","18,426 MW","17,241 MW","1,316 tonnes",71 g/kWh,48.8%,21.9%,20.4%,8.6%,0.2%,0.0%,"8,995 MW","4,044 MW","3,764 MW","1,589 MW",34 MW,0 MW
"Wed Jun 21, 11 PM - 12 AM",9 MW,"1,224 MW","1,215 MW","17,032 MW","15,817 MW",926 tonnes,54 g/kWh,52.8%,21.2%,16.3%,9.5%,0.1%,0.0%,"8,996 MW","3,611 MW","2,782 MW","1,626 MW",17 MW,0 MW
"Wed Jun 21, 12 AM - 1 AM",301 MW,"1,558 MW","1,257 MW","15,864 MW","14,607 MW",707 tonnes,45 g/kWh,56.7%,20.2%,11.5%,11.5%,0.1%,0.0%,"8,998 MW","3,211 MW","1,818 MW","1,820 MW",17 MW,0 MW
"Wed Jun 21, 1 AM - 2 AM",9 MW,"1,593 MW","1,584 MW","15,365 MW","13,781 MW",633 tonnes,41 g/kWh,58.5%,20.0%,9.3%,12.1%,0.1%,0.0%,"8,994 MW","3,075 MW","1,426 MW","1,853 MW",17 MW,0 MW
"Wed Jun 21, 2 AM - 3 AM",9 MW,"1,732 MW","1,723 MW","14,984 MW","13,261 MW",516 tonnes,34 g/kWh,60.1%,20.3%,7.5%,12.0%,0.1%,0.0%,"9,001 MW","3,049 MW","1,126 MW","1,791 MW",17 MW,0 MW
"Wed Jun 21, 3 AM - 4 AM",9 MW,"1,875 MW","1,866 MW","14,761 MW","12,895 MW",610 tonnes,41 g/kWh,61.0%,19.7%,9.2%,10.0%,0.1%,0.0%,"8,998 MW","2,903 MW","1,363 MW","1,480 MW",17 MW,0 MW
"Wed Jun 21, 4 AM - 5 AM",9 MW,"2,163 MW","2,154 MW","15,033 MW","12,879 MW",610 tonnes,41 g/kWh,59.9%,20.2%,9.1%,10.7%,0.1%,0.0%,"9,002 MW","3,038 MW","1,364 MW","1,612 MW",17 MW,0 MW
"Wed Jun 21, 5 AM - 6 AM",9 MW,"1,835 MW","1,826 MW","14,958 MW","13,132 MW",614 tonnes,41 g/kWh,60.2%,20.9%,9.2%,9.6%,0.1%,0.0%,"8,998 MW","3,125 MW","1,378 MW","1,440 MW",17 MW,0 MW
"Wed Jun 21, 6 AM - 7 AM",9 MW,"1,277 MW","1,268 MW","15,117 MW","13,849 MW",669 tonnes,44 g/kWh,59.5%,21.2%,10.8%,8.2%,0.1%,0.1%,"8,995 MW","3,205 MW","1,639 MW","1,247 MW",17 MW,14 MW
"Wed Jun 21, 7 AM - 8 AM",9 MW,668 MW,659 MW,"15,805 MW","15,146 MW",831 tonnes,53 g/kWh,56.9%,22.4%,14.5%,5.6%,0.2%,0.4%,"8,997 MW","3,544 MW","2,298 MW",878 MW,26 MW,62 MW
"Wed Jun 21, 8 AM - 9 AM",9 MW,971 MW,962 MW,"16,972 MW","16,010 MW","1,172 tonnes",69 g/kWh,53.0%,22.5%,20.8%,2.6%,0.1%,0.9%,"8,999 MW","3,826 MW","3,532 MW",438 MW,25 MW,152 MW
"Wed Jun 21, 9 AM - 10 AM",9 MW,944 MW,935 MW,"17,510 MW","16,575 MW","1,421 tonnes",81 g/kWh,51.3%,21.2%,24.0%,1.8%,0.2%,1.5%,"8,990 MW","3,715 MW","4,203 MW",309 MW,27 MW,266 MW
"Wed Jun 21, 10 AM - 11 AM",9 MW,874 MW,865 MW,"17,986 MW","17,121 MW","1,479 tonnes",82 g/kWh,50.0%,21.9%,23.8%,2.2%,0.2%,2.0%,"8,986 MW","3,933 MW","4,281 MW",397 MW,33 MW,356 MW
"Wed Jun 21, 11 AM - 12 PM",9 MW,861 MW,852 MW,"18,503 MW","17,651 MW","1,513 tonnes",82 g/kWh,48.6%,22.2%,23.6%,3.2%,0.3%,2.2%,"8,992 MW","4,104 MW","4,370 MW",584 MW,47 MW,406 MW
"Wed Jun 21, 12 PM - 1 PM",9 MW,915 MW,906 MW,"19,041 MW","18,135 MW","1,611 tonnes",85 g/kWh,47.3%,21.9%,24.1%,4.2%,0.4%,2.2%,"8,997 MW","4,174 MW","4,590 MW",798 MW,68 MW,414 MW
"Wed Jun 21, 1 PM - 2 PM",432 MW,"1,434 MW","1,002 MW","19,386 MW","18,384 MW","1,750 tonnes",90 g/kWh,46.4%,21.1%,25.3%,4.7%,0.5%,1.9%,"9,004 MW","4,097 MW","4,900 MW",909 MW,105 MW,371 MW
"Wed Jun 21, 2 PM - 3 PM",430 MW,"1,320 MW",890 MW,"19,700 MW","18,810 MW","1,759 tonnes",89 g/kWh,45.6%,21.3%,25.0%,5.9%,0.4%,1.7%,"8,990 MW","4,201 MW","4,918 MW","1,161 MW",86 MW,344 MW
